!!SYSTEM_INI
NUM_CHANS=1
JEDEC_DATA_BUS_BITS=64
TRANS_QUEUE_DEPTH=64
CMD_QUEUE_DEPTH=32
EPOCH_LENGTH=100000
USE_LOW_POWER=false
TOTAL_ROW_ACCESSES=4
ROW_BUFFER_POLICY=close_page
SCHEDULING_POLICY=rank_then_bank_round_robin
ADDRESS_MAPPING_SCHEME=scheme2
QUEUING_STRUCTURE=per_rank
DEBUG_TRANS_Q=false
DEBUG_CMD_Q=false
DEBUG_ADDR_MAP=false
DEBUG_BANKSTATE=false
DEBUG_BUS=false
DEBUG_BANKS=false
DEBUG_POWER=false
VIS_FILE_OUTPUT=true
VERIFICATION_OUTPUT=false
NUM_RANKS=1
!!DEVICE_INI
NUM_BANKS=16
NUM_ROWS=65536
NUM_COLS=2048
DEVICE_WIDTH=4
REFRESH_PERIOD=7800
tCK=1.5
CL=10
AL=0
BL=8
tRAS=24
tRCD=10
tRRD=4
tRC=34
tRP=10
tCCD=4
tRTP=5
tWTR=5
tWR=10
tRTRS=1
tRFC=107
tFAW=20
tCKE=4
tXP=4
tCMD=1
IDD0=130
IDD1=155
IDD2P=10
IDD2Q=70
IDD2N=70
IDD3Pf=60
IDD3Ps=60
IDD3N=90
IDD4W=300
IDD4R=255
IDD5=305
IDD6=9
IDD6L=12
IDD7=460
Vdd=1.5
!!EPOCH_DATA
ms,Background_Power[0][0],ACT_PRE_Power[0][0],Burst_Power[0][0],Refresh_Power[0][0],Bandwidth[0][0][0],Average_Latency[0][0][0],Bandwidth[0][0][1],Average_Latency[0][0][1],Bandwidth[0][0][2],Average_Latency[0][0][2],Bandwidth[0][0][3],Average_Latency[0][0][3],Bandwidth[0][0][4],Average_Latency[0][0][4],Bandwidth[0][0][5],Average_Latency[0][0][5],Bandwidth[0][0][6],Average_Latency[0][0][6],Bandwidth[0][0][7],Average_Latency[0][0][7],Bandwidth[0][0][8],Average_Latency[0][0][8],Bandwidth[0][0][9],Average_Latency[0][0][9],Bandwidth[0][0][10],Average_Latency[0][0][10],Bandwidth[0][0][11],Average_Latency[0][0][11],Bandwidth[0][0][12],Average_Latency[0][0][12],Bandwidth[0][0][13],Average_Latency[0][0][13],Bandwidth[0][0][14],Average_Latency[0][0][14],Bandwidth[0][0][15],Average_Latency[0][0][15],Rank_Aggregate_Bandwidth[0][0],Rank_Average_Bandwidth[0][0],Aggregate_Bandwidth[0],Average_Bandwidth[0],
1.65,2.04779,2.19511,1.01948,0.104903,0.145038,92.6899,0.145833,92.5277,0.147025,98.5961,0.143449,94.3397,0.146627,92.1987,0.145038,92.9487,0.143449,93.2692,0.143846,95.5172,0.14623,92.3013,0.144641,93.0321,0.14782,94.4359,0.144243,94.5319,0.147025,94.4047,0.147025,92.6758,0.147422,95.0212,0.145038,91.3291,2.32975,2.32975,2.32975,0.145609,
1.8,2.09478,2.86453,1.33625,0.104903,0.190735,106.038,0.19153,109.323,0.190735,108.469,0.185966,106.592,0.189543,108.603,0.192722,108.778,0.185966,106.874,0.186761,106.252,0.187953,108.359,0.18994,111.821,0.189543,109.769,0.192324,115.276,0.18994,103.76,0.189543,106.985,0.194311,111.105,0.19153,106.939,3.03904,3.03904,3.03904,0.18994,
1.95,2.15575,4.70621,2.21869,0.104903,0.314315,139.962,0.310739,137.442,0.310342,140.108,0.314713,140.126,0.314315,137.895,0.312328,132.743,0.31511,133.477,0.311931,136.333,0.311931,140.774,0.310739,138.237,0.310739,135.289,0.308355,136.952,0.31511,144.056,0.309149,139.814,0.312726,139.053,0.312328,139.074,4.99487,4.99487,4.99487,0.312179,
2.1,2.08419,2.44296,1.15497,0.110424,0.165701,116.028,0.160535,106.17,0.164509,107.942,0.164509,113.2,0.166098,111.868,0.164906,106.814,0.160933,106.177,0.163317,118.525,0.163317,110.412,0.160535,106.644,0.159343,107.36,0.160138,101.713,0.159343,105.438,0.159343,104.672,0.159343,107.448,0.162125,110.513,2.59399,2.59399,2.59399,0.162125,
2.25,2.0715,2.48751,1.18986,0.104903,0.166496,109.014,0.163714,105.844,0.164111,108.278,0.164509,104.868,0.164906,107.986,0.162125,106.73,0.165701,108.069,0.165701,107.718,0.164509,106.679,0.164906,105.75,0.165304,105.158,0.165304,107.592,0.164906,107.786,0.165304,107.101,0.16729,107.26,0.165701,107.751,2.64049,2.64049,2.64049,0.16503,
2.4,2.11422,3.73352,1.78556,0.104903,0.249545,132.812,0.247558,134.543,0.245969,133.16,0.245174,132.168,0.245174,130.997,0.247955,132.449,0.247558,133.804,0.247955,134.862,0.247558,132.028,0.246763,130.863,0.247955,135.814,0.24875,132.087,0.248353,133.209,0.248353,131.418,0.249147,137.691,0.248353,131.751,3.96212,3.96212,3.96212,0.247632,
2.55,2.14618,5.06226,2.42425,0.104903,0.334581,166.455,0.329415,160.296,0.329018,164.122,0.330607,163.185,0.352065,191.918,0.340144,173.63,0.33776,164.956,0.338952,171.845,0.333786,167.688,0.339349,174.888,0.340144,172.684,0.332594,159.818,0.344912,183.02,0.332197,163.855,0.329812,159.634,0.326236,157.511,5.37157,5.37157,5.37157,0.335723,
2.7,2.15904,6.60142,3.15246,0.110424,0.437895,385.89,0.426372,372.906,0.427961,368.018,0.419617,369.905,0.435114,369.278,0.442664,370.979,0.452598,378.13,0.435511,374.308,0.433922,375.359,0.445843,382.637,0.437101,371.598,0.434319,360.517,0.442664,365.687,0.439485,369.977,0.439088,378.995,0.456174,383.185,7.00633,7.00633,7.00633,0.437895,
2.85,2.15909,6.55836,3.13661,0.104903,0.446637,363.497,0.439088,366.065,0.440677,363.798,0.410477,358.081,0.454187,359.97,0.435114,369.275,0.431538,363.458,0.422398,359.722,0.445843,369.09,0.412464,359.469,0.449816,371.087,0.446637,377.858,0.43114,369.275,0.419219,364.173,0.458956,368.839,0.41604,360.055,6.96023,6.96023,6.96023,0.435015,
3,2.15907,6.49509,3.11587,0.104903,0.430743,378.701,0.432332,399.795,0.424385,388.032,0.434717,396.268,0.428756,392.174,0.427167,401.595,0.429153,393.052,0.442664,395.963,0.430346,390.74,0.435114,394.822,0.43273,389.322,0.436306,399.257,0.425577,395.328,0.43273,388.068,0.429153,392.76,0.422001,390.639,6.89387,6.89387,6.89387,0.430867,
3.15,2.15907,6.61452,3.17881,0.104903,0.437498,373.146,0.439088,367.516,0.435114,375.251,0.423988,372.255,0.458161,362.386,0.438293,367.268,0.445048,374.028,0.443459,369.614,0.436306,370.29,0.429551,364.004,0.441869,372.711,0.451803,367.377,0.437101,373.985,0.435511,363.472,0.439485,375.335,0.427167,365.735,7.01944,7.01944,7.01944,0.438715,
3.3,2.15904,6.9279,3.32855,0.110424,0.455379,433.055,0.466506,424.411,0.45379,419.276,0.468493,424.878,0.452598,422.225,0.465314,428.533,0.462532,428.204,0.459353,421.351,0.464122,436.612,0.452201,421.396,0.464519,422.152,0.452598,418.172,0.456969,426.06,0.470479,423.636,0.449419,421.642,0.459353,428.525,7.35362,7.35362,7.35362,0.459601,
3.45,2.15909,7.11435,3.3971,0.104903,0.471274,411.669,0.474056,413.529,0.471274,410.746,0.476837,412.335,0.471274,415.364,0.472864,410.342,0.467698,411.065,0.472069,410.759,0.468493,415.756,0.472069,411.618,0.468095,413.43,0.472466,415.764,0.469685,410.861,0.470877,414.542,0.472466,414.422,0.477632,415.685,7.54913,7.54913,7.54913,0.47182,
3.6,2.15909,7.02674,3.25374,0.104903,0.45975,328.819,0.463327,332.306,0.461737,329.709,0.472069,334.235,0.464122,334.615,0.473261,336.225,0.45975,327.411,0.459353,327.524,0.4673,332.838,0.470479,327.696,0.456174,325.965,0.460545,327.364,0.469287,328.71,0.476042,331.809,0.469287,332.049,0.473658,335.727,7.45614,7.45614,7.45614,0.466009,
3.75,2.15909,7.13269,3.14463,0.104903,0.475248,232.377,0.471671,228.256,0.484784,237.725,0.484784,237.847,0.462532,231.444,0.472466,236.616,0.473261,233.944,0.473261,234.004,0.472466,230.063,0.480016,231.482,0.473261,227.997,0.471671,226.522,0.472069,229.917,0.466108,229.682,0.464916,227.025,0.474056,229.13,7.57257,7.57257,7.57257,0.473286,
3.9,2.15361,6.85302,3.06395,0.104903,0.443856,247.721,0.454982,246.14,0.438293,244.008,0.453393,245.975,0.449816,243.173,0.449419,244.704,0.470082,253.016,0.468095,251.836,0.466506,246.62,0.455777,246.969,0.455379,244.682,0.45975,251.796,0.458161,251.844,0.452598,248.621,0.440677,244.381,0.458956,248.159,7.27574,7.27574,7.27574,0.454734,
4.05,2.06433,2.14606,0.994781,0.110424,0.143449,94.2747,0.137885,88.1638,0.142654,96.3283,0.139078,89.5216,0.141859,91.5579,0.143051,94.9635,0.142256,96.7949,0.143846,98.8085,0.143449,100.294,0.143449,99.8599,0.143449,98.8966,0.141462,92.2306,0.139872,95.9868,0.147422,105.727,0.144243,92.2854,0.139872,88.5837,2.27729,2.27729,2.27729,0.142331,
4.2,2.07158,2.24004,1.04524,0.104903,0.14623,94.1395,0.150998,94.7004,0.150998,94.3435,0.147025,92.1,0.148217,94.026,0.149012,96.0708,0.143449,93.2897,0.146627,92.8442,0.152985,99.8425,0.151396,99.1468,0.149806,93.6165,0.149012,96.1602,0.14782,96.9634,0.147025,93.2152,0.148614,94.4545,0.14782,94.1299,2.37703,2.37703,2.37703,0.148565,
