!!SYSTEM_INI
NUM_CHANS=1
JEDEC_DATA_BUS_BITS=64
TRANS_QUEUE_DEPTH=64
CMD_QUEUE_DEPTH=32
EPOCH_LENGTH=100000
USE_LOW_POWER=false
TOTAL_ROW_ACCESSES=4
ROW_BUFFER_POLICY=close_page
SCHEDULING_POLICY=rank_then_bank_round_robin
ADDRESS_MAPPING_SCHEME=scheme2
QUEUING_STRUCTURE=per_rank
DEBUG_TRANS_Q=false
DEBUG_CMD_Q=false
DEBUG_ADDR_MAP=false
DEBUG_BANKSTATE=false
DEBUG_BUS=false
DEBUG_BANKS=false
DEBUG_POWER=false
VIS_FILE_OUTPUT=true
VERIFICATION_OUTPUT=false
NUM_RANKS=1
!!DEVICE_INI
NUM_BANKS=16
NUM_ROWS=65536
NUM_COLS=2048
DEVICE_WIDTH=4
REFRESH_PERIOD=7800
tCK=1.5
CL=10
AL=0
BL=8
tRAS=24
tRCD=10
tRRD=4
tRC=34
tRP=10
tCCD=4
tRTP=5
tWTR=5
tWR=10
tRTRS=1
tRFC=107
tFAW=20
tCKE=4
tXP=4
tCMD=1
IDD0=130
IDD1=155
IDD2P=10
IDD2Q=70
IDD2N=70
IDD3Pf=60
IDD3Ps=60
IDD3N=90
IDD4W=300
IDD4R=255
IDD5=305
IDD6=9
IDD6L=12
IDD7=460
Vdd=1.5
!!EPOCH_DATA
ms,Background_Power[0][0],ACT_PRE_Power[0][0],Burst_Power[0][0],Refresh_Power[0][0],Bandwidth[0][0][0],Average_Latency[0][0][0],Bandwidth[0][0][1],Average_Latency[0][0][1],Bandwidth[0][0][2],Average_Latency[0][0][2],Bandwidth[0][0][3],Average_Latency[0][0][3],Bandwidth[0][0][4],Average_Latency[0][0][4],Bandwidth[0][0][5],Average_Latency[0][0][5],Bandwidth[0][0][6],Average_Latency[0][0][6],Bandwidth[0][0][7],Average_Latency[0][0][7],Bandwidth[0][0][8],Average_Latency[0][0][8],Bandwidth[0][0][9],Average_Latency[0][0][9],Bandwidth[0][0][10],Average_Latency[0][0][10],Bandwidth[0][0][11],Average_Latency[0][0][11],Bandwidth[0][0][12],Average_Latency[0][0][12],Bandwidth[0][0][13],Average_Latency[0][0][13],Bandwidth[0][0][14],Average_Latency[0][0][14],Bandwidth[0][0][15],Average_Latency[0][0][15],Rank_Aggregate_Bandwidth[0][0],Rank_Average_Bandwidth[0][0],Aggregate_Bandwidth[0],Average_Bandwidth[0],
18.9,2.15285,3.80727,1.77264,0.110424,0.251532,249.383,0.249545,259.805,0.252326,262.196,0.24875,263.729,0.251929,264.158,0.253518,264.969,0.249545,254.787,0.251134,259.215,0.253916,269.315,0.255108,266.967,0.253518,269.896,0.255505,275.069,0.247558,266.085,0.257889,287.155,0.255108,271.962,0.255505,265.361,4.04239,4.04239,4.04239,0.252649,
19.05,2.15578,3.82749,1.80072,0.104903,0.252326,276.915,0.255108,281.588,0.253121,285.312,0.254313,294.692,0.254711,287.19,0.257889,287.617,0.2563,286.832,0.253916,288.92,0.254313,289.38,0.251929,289.125,0.252326,286.761,0.254711,283.034,0.254313,289.09,0.248353,279.76,0.25034,284.296,0.257095,300.559,4.06106,4.06106,4.06106,0.253816,
19.2,2.15536,3.77807,1.78642,0.104903,0.254711,299.455,0.251929,305.014,0.251929,297.471,0.251134,305.967,0.248353,298.888,0.247161,306.58,0.245969,300.452,0.249147,295.711,0.247558,283.786,0.249147,308.006,0.249147,296.473,0.24875,297.093,0.252724,297.23,0.255505,303.319,0.253916,299.547,0.253916,298.896,4.011,4.011,4.011,0.250687,
19.35,2.15662,3.86306,1.83794,0.104903,0.253916,302.808,0.255505,306.819,0.260671,309.26,0.2563,300.197,0.261466,313.909,0.261068,306.56,0.260274,314.739,0.258684,302.431,0.260274,309.598,0.255505,305.054,0.257889,310.521,0.253518,300.547,0.25034,307.583,0.251134,312.698,0.25034,310.997,0.251929,313.971,4.09881,4.09881,4.09881,0.256176,
19.5,2.15789,3.91061,1.86948,0.104903,0.260274,318.022,0.259082,315.894,0.254711,303.259,0.254313,308.259,0.255903,319.777,0.2563,298.297,0.258684,314.329,0.258684,311.753,0.257889,310.946,0.261068,312.148,0.260671,306.325,0.263055,317.913,0.26226,315.83,0.261068,305.884,0.265439,310.75,0.261466,311.265,4.15087,4.15087,4.15087,0.259429,
19.65,2.15787,3.93008,1.88065,0.110424,0.26385,315.443,0.262658,313.949,0.26385,308.553,0.258684,315.761,0.262658,322.168,0.259082,318.569,0.259082,322.134,0.258287,317.294,0.259082,313.897,0.260671,317.415,0.258287,311.853,0.261863,319.381,0.261068,309.137,0.259479,315.419,0.260274,317.385,0.261863,319.527,4.17074,4.17074,4.17074,0.260671,
19.8,2.15697,4.28688,2.04725,0.104903,0.281334,259.995,0.279744,260.911,0.279744,253.986,0.284513,257.312,0.2865,260.662,0.285705,270.754,0.286897,250.097,0.28491,258.452,0.284115,264.821,0.284513,258.687,0.286102,262.826,0.283321,260.276,0.285705,260.155,0.285705,256.1,0.283321,262.797,0.288486,266.903,4.55062,4.55062,4.55062,0.284413,
19.95,2.15607,5.14089,2.44575,0.104903,0.338952,169.68,0.341336,172.249,0.341336,175.848,0.341336,176.067,0.340144,182.099,0.341733,185.131,0.342528,181.912,0.342528,178.986,0.339746,179.411,0.339746,175.803,0.338952,176.105,0.341733,175.174,0.339349,167.82,0.342925,171.879,0.339349,166.954,0.34372,170.649,5.45541,5.45541,5.45541,0.340963,
20.1,2.15026,5.48496,2.63462,0.104903,0.361602,179.785,0.362794,178.542,0.363588,182.305,0.36478,177.133,0.364383,180.068,0.364383,175.355,0.36478,176.685,0.363191,172.968,0.363588,179.082,0.362794,177.355,0.364383,183.292,0.36478,173.205,0.36478,180.341,0.363986,171.314,0.364383,177.76,0.363986,174.87,5.82218,5.82218,5.82218,0.363886,
20.25,2.15839,6.473,3.10421,0.110424,0.405709,440.631,0.40253,425.555,0.424782,451.47,0.429153,449.582,0.402927,437.538,0.436703,461.398,0.45975,461.145,0.430346,451.272,0.424385,444.052,0.436703,450.537,0.415643,450.09,0.439485,437.242,0.43273,444.122,0.45379,450.119,0.460545,454.858,0.412862,442.432,6.86804,6.86804,6.86804,0.429253,
20.4,2.15909,6.84328,3.28572,0.104903,0.454187,589.648,0.451008,579.149,0.451803,583.38,0.444651,579.312,0.445048,578.166,0.4824,591.694,0.462532,576.35,0.44624,578.146,0.455777,588.683,0.445843,594.122,0.448227,589.814,0.460943,587.944,0.457764,591.222,0.461737,593.488,0.457366,583.009,0.438293,586.99,7.26382,7.26382,7.26382,0.453989,
20.55,2.15909,6.80996,3.27194,0.104903,0.456969,598.186,0.462135,597.536,0.44624,584.843,0.452598,594.231,0.43869,586.571,0.464519,597.855,0.452995,599.916,0.445048,594.994,0.435114,585.505,0.449022,589.088,0.445048,587.674,0.46134,591.175,0.463327,586.855,0.451008,580.976,0.454187,593.465,0.448227,596.378,7.22647,7.22647,7.22647,0.451654,
20.7,2.15909,6.74032,3.23713,0.104903,0.460148,595.123,0.456969,594.738,0.441472,590.74,0.454187,595.154,0.435511,590.265,0.437498,591.689,0.458161,599.009,0.438293,597.325,0.43869,593.96,0.431538,608.299,0.428359,602.378,0.462532,606.87,0.462135,590.36,0.45379,593.153,0.452598,595.294,0.443459,587.31,7.15534,7.15534,7.15534,0.447209,
20.85,2.15904,6.79236,3.24926,0.110424,0.460545,592.923,0.429551,589.993,0.452201,584.487,0.450611,586.505,0.446637,589.171,0.436703,585.638,0.428359,582.09,0.449419,581.029,0.472466,598.289,0.45379,585.525,0.468095,593.786,0.454187,589.235,0.465314,598.182,0.456174,595.654,0.438293,592.029,0.446637,589.301,7.20898,7.20898,7.20898,0.450561,
21,2.15909,6.69876,3.15842,0.104903,0.426769,545.108,0.448227,550.409,0.445843,542.984,0.441869,549.091,0.444253,546.152,0.439882,541.708,0.43273,542.651,0.431538,535.571,0.457366,557.2,0.440677,549.241,0.457366,549.129,0.452995,560.538,0.440677,555.131,0.43869,544.016,0.456572,553.41,0.451406,547.67,7.10686,7.10686,7.10686,0.444179,
21.15,2.15909,6.77889,3.13321,0.104903,0.435114,437.291,0.447432,436.461,0.458558,439.156,0.462929,431.374,0.451008,448.494,0.449816,449.369,0.431935,451.061,0.472466,454.857,0.441074,443.082,0.445843,436.965,0.457366,446.468,0.434717,439.153,0.443459,438.705,0.45975,446.63,0.451803,439.61,0.452598,443.189,7.19587,7.19587,7.19587,0.449742,
21.3,2.15909,6.8942,3.09944,0.104903,0.4673,372.222,0.452598,369.708,0.460148,374.179,0.45975,367.737,0.464519,377.769,0.456174,369.777,0.449816,377.953,0.4824,382.396,0.458161,377.275,0.465711,383.896,0.451008,380.62,0.451406,373.592,0.441472,369.984,0.451008,378.35,0.448227,364.502,0.458161,373.755,7.31786,7.31786,7.31786,0.457366,
21.45,2.15909,7.05931,3.09501,0.104903,0.48995,341.884,0.473261,330.451,0.475645,334.853,0.474453,329.773,0.458161,333.746,0.488758,331.66,0.449816,325.196,0.487169,337.564,0.452598,321.195,0.452995,325.265,0.475248,331.62,0.469685,327.438,0.456969,330.52,0.457764,328.054,0.46134,329.155,0.4673,331.535,7.49111,7.49111,7.49111,0.468194,
21.6,2.15904,7.17313,3.0903,0.110424,0.472069,274.445,0.485977,282.265,0.478427,273.742,0.458956,272.821,0.47644,280.47,0.477632,279.946,0.4824,274.407,0.480811,277.546,0.474453,281.974,0.477235,279.237,0.481208,279.939,0.476042,281.041,0.466903,281.014,0.46134,276.543,0.475645,280.519,0.487963,280.166,7.6135,7.6135,7.6135,0.475844,
21.75,2.15909,7.22854,3.09253,0.104903,0.469287,265.93,0.486374,267.292,0.476837,264.969,0.483592,269.281,0.473658,269.049,0.463327,268.778,0.467698,265.156,0.47644,263.514,0.47644,263.693,0.483195,266.231,0.4673,269.117,0.494321,271.08,0.479221,266.934,0.481606,266.576,0.502666,267.647,0.491142,268.024,7.6731,7.6731,7.6731,0.479569,
21.9,2.15909,7.23977,3.09011,0.104903,0.460148,375.999,0.471274,376.238,0.493129,374.817,0.498295,381.89,0.514587,379.97,0.494719,380.406,0.501871,380.316,0.495513,381.282,0.462929,372.544,0.47644,375.973,0.508626,383.137,0.465314,376.799,0.435909,375.566,0.448624,374.644,0.487169,380.081,0.469287,375.783,7.68383,7.68383,7.68383,0.48024,
22.05,2.15906,7.23678,3.08246,0.104903,0.472069,376.356,0.474056,377.153,0.475248,374.964,0.503461,377.946,0.496308,377.194,0.482003,377.273,0.478427,375.145,0.499487,379.998,0.520547,378.274,0.497897,376.717,0.481606,381.124,0.448227,372.044,0.440677,372.21,0.472069,380.407,0.480016,379.646,0.458161,373.791,7.68026,7.68026,7.68026,0.480016,
22.2,2.15904,7.19372,3.0731,0.110424,0.487566,493.819,0.473261,509.711,0.478427,498.708,0.473658,506.267,0.487963,495.841,0.464916,509.434,0.457366,505.142,0.474056,506.467,0.487169,497.757,0.470877,512.312,0.482003,502.186,0.484387,506.185,0.473658,496.16,0.481606,510.109,0.467698,500.081,0.490745,508.047,7.63535,7.63535,7.63535,0.47721,
22.35,2.15909,7.14318,3.0775,0.104903,0.470479,656.739,0.470877,663.774,0.472864,653.023,0.478029,667.017,0.478427,655.207,0.473261,672.069,0.471274,654.422,0.472466,670.312,0.471274,654.995,0.479221,667.299,0.472069,652.107,0.472069,663.498,0.477632,655.135,0.469287,668.444,0.472466,652.248,0.478427,674.593,7.58012,7.58012,7.58012,0.473758,
22.5,2.15909,7.10911,3.0905,0.104903,0.476837,664.76,0.470479,678.983,0.474056,662.839,0.471274,674.816,0.472069,655.767,0.471274,672.466,0.470877,658.271,0.46889,670.798,0.472069,661.598,0.470877,679.843,0.469685,659.561,0.472069,673.183,0.470082,656.595,0.470082,666.702,0.470877,656.823,0.474056,679.242,7.54555,7.54555,7.54555,0.471597,
22.65,2.15909,7.00278,3.07966,0.104903,0.461737,675.731,0.470082,691.555,0.462135,674.211,0.4673,686.689,0.470082,675.254,0.465314,690.826,0.466903,675.086,0.466108,687.002,0.462532,664.509,0.45975,676.923,0.460148,666.319,0.459353,689.612,0.462135,670.73,0.463724,686.456,0.4673,675.061,0.467698,696.468,7.4323,7.4323,7.4323,0.464519,
22.8,2.15904,6.93202,3.05389,0.110424,0.464519,683.885,0.455777,697.054,0.460148,684.57,0.460148,702.872,0.454187,675.247,0.460545,696.969,0.462135,674.265,0.458558,689.305,0.455777,672.229,0.464519,699.705,0.459353,675.076,0.458558,694.817,0.460148,679.776,0.460148,693.255,0.460148,679.544,0.461737,696.828,7.35641,7.35641,7.35641,0.459775,
22.95,2.15909,6.79012,3.02377,0.104903,0.447432,695.202,0.452995,716.147,0.451406,692.491,0.452201,709.456,0.451406,687.492,0.452995,715.889,0.451803,694.936,0.451803,712.589,0.448624,688.69,0.449419,714.492,0.451008,697.638,0.449816,722.249,0.448624,697.988,0.449022,712.526,0.450214,696.212,0.449419,723.39,7.20819,7.20819,7.20819,0.450512,
23.1,2.15909,6.39363,2.84558,0.104903,0.428359,489.893,0.427564,497.323,0.425975,476.734,0.425577,498.557,0.422398,477.342,0.426769,490.364,0.425975,481.345,0.423193,490.142,0.42359,471.958,0.418822,500.933,0.417233,477.915,0.418822,498.119,0.422796,490.625,0.424782,496.762,0.426769,484.282,0.427167,497.086,6.78579,6.78579,6.78579,0.424112,
23.25,2.15909,6.34908,2.82617,0.104903,0.41763,181.974,0.420411,172.319,0.420809,172.995,0.420809,195.221,0.420809,163.004,0.421206,170.352,0.421206,192.305,0.422001,174.374,0.422398,160.572,0.422001,179.042,0.422796,172.116,0.422796,163.411,0.423193,172.47,0.420809,181.547,0.418822,162.21,0.419617,165.742,6.73731,6.73731,6.73731,0.421082,
23.4,2.15907,6.25248,2.79949,0.104903,0.418027,196.034,0.416835,176.202,0.416835,177.303,0.41604,202.626,0.415643,171.305,0.414848,173.815,0.414451,200.565,0.412464,174.679,0.412067,170.313,0.412464,197.642,0.413259,177.792,0.413259,183.007,0.412464,190.661,0.414848,196.073,0.41604,178.557,0.416438,187.975,6.63598,6.63598,6.63598,0.414749,
23.55,2.15904,6.2566,2.79022,0.110424,0.417233,194.79,0.415246,177.446,0.414451,171.025,0.414848,197.809,0.414054,165.984,0.414054,172.03,0.414054,195.077,0.414848,175.643,0.414451,165.036,0.415246,185.075,0.414848,175.792,0.414848,171.405,0.414848,178.253,0.415246,189.447,0.41604,167.49,0.415643,181.219,6.63996,6.63996,6.63996,0.414997,
23.7,2.15909,6.22515,2.80909,0.104903,0.411272,217.794,0.414848,200.88,0.413656,182.428,0.412862,211.002,0.414054,184.191,0.412862,187.994,0.412862,205.21,0.412862,193.169,0.412862,180.861,0.411272,210.069,0.411272,190.347,0.412067,188.235,0.412862,198.249,0.414054,202.751,0.413259,185.493,0.414848,199.334,6.60777,6.60777,6.60777,0.412986,
23.85,2.15909,6.34046,2.93132,0.104903,0.41763,240.74,0.419219,230.651,0.418027,219.874,0.419219,239.295,0.420411,227.621,0.421206,230.585,0.422001,237.634,0.419617,228.783,0.42359,227.592,0.423988,238.066,0.424385,229.519,0.423193,220.506,0.420809,220.385,0.419219,228.444,0.419617,221.912,0.416835,231.81,6.72897,6.72897,6.72897,0.42056,
24,2.15909,6.51231,3.10249,0.104903,0.434717,296.619,0.434717,290.645,0.433922,288.894,0.431935,296.336,0.431935,281.519,0.431935,292.5,0.432332,296.91,0.431935,293.566,0.430743,285.758,0.429551,293.391,0.429153,281.706,0.429948,290.595,0.431935,297.026,0.433127,290.383,0.431935,281.415,0.43273,295.518,6.91255,6.91255,6.91255,0.432034,
24.15,2.15904,6.48948,3.09565,0.110424,0.429153,301.929,0.429153,297.016,0.430346,297.159,0.430743,305.309,0.43114,295.054,0.430743,297.016,0.43114,299.297,0.431935,298.725,0.431538,285.948,0.431538,301.617,0.431935,296.33,0.43114,291.856,0.429551,288.669,0.428756,292.097,0.428756,294.366,0.429948,304.45,6.88752,6.88752,6.88752,0.43047,
24.3,2.15909,6.56585,3.13885,0.104903,0.435114,299.217,0.434717,308.536,0.433524,299.464,0.434717,305.719,0.434319,300.642,0.434717,299.733,0.433922,293.746,0.434319,306.837,0.436306,296.423,0.436306,297.736,0.435511,290.668,0.436306,293.625,0.436703,293.12,0.437895,304.352,0.43869,297.442,0.435909,301.027,6.96898,6.96898,6.96898,0.435561,
24.45,2.15909,6.55911,3.1391,0.104903,0.437101,306.158,0.436703,299.54,0.436306,301.134,0.435114,313.225,0.434319,290.188,0.433524,304.45,0.435114,301.965,0.434319,308.852,0.433524,297.421,0.434319,298.968,0.435114,294.927,0.435114,309.887,0.436306,302.911,0.435114,305.106,0.433922,298.381,0.435511,307.376,6.96143,6.96143,6.96143,0.435089,
24.6,2.15909,6.60966,3.1658,0.104903,0.439882,304.085,0.439485,308.876,0.439882,300.464,0.441074,301.476,0.439882,293.199,0.438293,311.565,0.437498,304.376,0.437498,305.272,0.437895,299.205,0.437895,307.352,0.437895,299.129,0.437498,310.619,0.436306,295.208,0.437101,302.976,0.438293,300.277,0.439088,302.934,7.01547,7.01547,7.01547,0.438467,
24.75,2.15904,6.55312,3.13654,0.110424,0.433127,310.216,0.434717,312.669,0.435114,299.823,0.433524,309.735,0.435114,297.491,0.437498,305.911,0.437101,307.442,0.435114,308.089,0.434717,298.209,0.433922,311.69,0.434319,296.292,0.434319,305.269,0.434319,296.163,0.434319,300.604,0.433922,297,0.433127,309.383,6.95427,6.95427,6.95427,0.434642,
24.9,2.15909,6.61565,3.17598,0.104903,0.442266,322.026,0.439485,325.16,0.439882,319.425,0.435909,319.07,0.435511,304.305,0.438293,313.562,0.439088,312.609,0.440677,312.797,0.436703,303.96,0.439485,313.374,0.435114,311.316,0.43869,313.821,0.441472,309.996,0.440677,307.252,0.44028,304.187,0.437895,321.446,7.02143,7.02143,7.02143,0.438839,
25.05,2.15905,6.26484,3.00066,0.104903,0.396172,557.64,0.409683,516.188,0.429153,512.226,0.412862,512.289,0.398954,501.743,0.418425,517.312,0.454187,520.967,0.428359,513.118,0.408093,514.163,0.419617,512.931,0.398556,500.04,0.410477,508.112,0.397762,511.159,0.422796,512.568,0.437895,507.807,0.407298,527.48,6.65029,6.65029,6.65029,0.415643,
25.2,2.1589,6.26746,2.99722,0.104903,0.41008,523.413,0.403722,515.397,0.417233,505.139,0.405312,548.43,0.389814,491.897,0.40849,506.595,0.421604,503.526,0.412464,515.897,0.412067,516.943,0.43273,523.497,0.429948,524.608,0.428359,506.938,0.409683,501.597,0.425975,492.833,0.429551,524.545,0.412067,511.842,6.6491,6.6491,6.6491,0.415569,
25.35,2.15903,6.16749,2.95131,0.104903,0.387033,457.423,0.401735,460.372,0.400941,453.716,0.407696,455.391,0.40849,469.079,0.434319,477.767,0.421206,473.556,0.39657,447.332,0.424782,466.161,0.413656,452.839,0.399748,462.431,0.421604,448.155,0.40849,454.038,0.416835,468.016,0.408888,453.062,0.395775,476.308,6.54777,6.54777,6.54777,0.409236,
25.5,2.15904,6.33223,3.02658,0.110424,0.427564,480.579,0.415246,462.422,0.429948,464.892,0.419219,465.651,0.41763,452.388,0.447432,471.274,0.412862,477.758,0.410875,440.583,0.43273,479.937,0.404517,450.312,0.419617,468.206,0.437895,463.108,0.437895,466.619,0.411669,453.215,0.402133,452.041,0.392596,457.413,6.71983,6.71983,6.71983,0.419989,
25.65,2.15908,6.32137,3.02139,0.104903,0.427167,481.581,0.42518,455.44,0.416835,468.811,0.442266,471.484,0.412464,464.113,0.443061,464.545,0.418822,460.616,0.422001,460.31,0.398954,446.53,0.411669,450.689,0.414054,439.939,0.419219,450.087,0.409683,469.073,0.414848,455.716,0.420809,456.225,0.413259,468.874,6.71029,6.71029,6.71029,0.419393,
25.8,2.15909,6.51269,3.10224,0.104903,0.434717,431.072,0.434717,420.082,0.412067,415.368,0.444651,417.49,0.427961,415.848,0.422398,423.82,0.441869,431.978,0.429948,418.282,0.411272,421.895,0.435114,433.067,0.456174,431.079,0.431935,420.123,0.436306,427.362,0.425975,418.386,0.425975,433.078,0.44028,428.957,6.91136,6.91136,6.91136,0.43196,
25.95,2.15908,6.31089,2.97799,0.104903,0.454187,451.043,0.423193,442.996,0.400543,439.839,0.425577,449.019,0.413656,455.191,0.396172,442.057,0.445843,472.353,0.402133,442.859,0.407696,450.462,0.409683,430.004,0.398556,432.467,0.427564,437.782,0.427167,460.519,0.420411,441.625,0.423988,437.896,0.422001,441.948,6.69837,6.69837,6.69837,0.418648,
26.1,2.15904,6.32811,2.98081,0.110424,0.437895,387.088,0.421206,368.07,0.416835,359.983,0.418822,362.516,0.423988,380.998,0.406901,376.367,0.410875,363.458,0.416438,382.601,0.416835,366.722,0.419617,364.512,0.411669,349.941,0.425975,363.178,0.425975,369.993,0.427961,373.331,0.408093,361.431,0.426372,370.056,6.71546,6.71546,6.71546,0.419716,
26.25,2.15907,6.30452,2.9361,0.104903,0.42359,409.542,0.403722,393.942,0.41763,375.677,0.399748,391.727,0.417233,393.345,0.405709,402.59,0.399351,402.248,0.421604,400.777,0.430743,395.996,0.431538,389.125,0.43273,390.617,0.420411,389.808,0.419617,390.7,0.434717,394.106,0.420809,403.4,0.412862,402.894,6.69201,6.69201,6.69201,0.418251,
26.4,2.15904,6.38127,2.95057,0.104903,0.416438,375.849,0.419617,364.79,0.430743,383.153,0.418027,376.279,0.405709,376.805,0.423988,372.3,0.420014,365.542,0.41763,378.157,0.444651,396.502,0.428359,369.823,0.427961,368.964,0.426769,375.423,0.431935,371.483,0.422398,378.929,0.413656,360.527,0.423988,375.418,6.77188,6.77188,6.77188,0.423243,
26.55,2.15905,6.36892,2.92657,0.104903,0.400941,353.071,0.43273,357.44,0.433127,345.53,0.432332,352.281,0.427564,353.268,0.41763,366.147,0.43114,353.817,0.409285,341.254,0.426372,351.733,0.408093,333.758,0.433127,341.947,0.437101,358.632,0.420411,353.514,0.416835,341.921,0.421604,352.74,0.411669,346.149,6.75996,6.75996,6.75996,0.422498,
26.7,2.15904,6.40598,2.94637,0.110424,0.404914,385.66,0.427961,385.274,0.405709,375.449,0.43869,389.458,0.44028,377.646,0.415246,376.194,0.408093,361.16,0.429551,365.685,0.437895,379.058,0.412067,373.044,0.433127,374.769,0.42359,381.415,0.445843,389.624,0.441472,388.075,0.420014,380.329,0.414054,381.997,6.79851,6.79851,6.79851,0.424907,
26.85,2.15905,6.41497,2.95066,0.104903,0.417233,341.308,0.406106,327.524,0.448624,341.582,0.442266,343.127,0.41604,341.699,0.429551,330.137,0.416438,325.101,0.42359,331.801,0.412067,313.626,0.422001,327.107,0.428359,329.704,0.427167,320.544,0.446637,338.075,0.425975,321.746,0.42518,314.386,0.422001,328.378,6.80923,6.80923,6.80923,0.425577,
27,2.15905,6.39026,2.92899,0.104903,0.425975,304.929,0.43114,283.436,0.429551,290.93,0.422796,282.901,0.433524,298.024,0.427564,295.044,0.422796,295.295,0.437895,288.176,0.413259,291.973,0.432332,292.248,0.408888,270.954,0.407696,278.761,0.402927,278.869,0.419219,294.339,0.437498,291.961,0.427564,286.885,6.78062,6.78062,6.78062,0.423789,
27.15,2.15909,6.46701,2.97216,0.104903,0.447035,385.561,0.432332,365.73,0.410477,361.941,0.413656,364.106,0.441472,370.366,0.418822,372.111,0.433524,367.303,0.421604,370.634,0.430743,368.457,0.434717,361.333,0.431935,361.474,0.43869,370.31,0.420411,359.397,0.43273,368.473,0.430346,374.489,0.427167,355.52,6.86566,6.86566,6.86566,0.429104,
27.3,2.15899,6.39101,2.93838,0.104903,0.452995,427.231,0.416438,396.766,0.430743,404.933,0.445843,396.384,0.413259,399.546,0.41763,414.015,0.414848,392.154,0.424385,392.184,0.446637,410.292,0.412464,385.811,0.425577,389.046,0.451406,408.146,0.397364,389.577,0.396967,385.552,0.412862,402.165,0.42359,395.718,6.78301,6.78301,6.78301,0.423938,
27.45,2.15904,6.44193,2.95636,0.110424,0.437498,368.594,0.441074,357.975,0.430346,343.043,0.425577,350.646,0.405709,352.69,0.449419,378.566,0.408093,354.924,0.444253,360.169,0.418822,350.621,0.420014,358.597,0.442664,358.374,0.441074,358.447,0.422796,357.876,0.404517,343.289,0.412862,345.214,0.43114,354.406,6.83586,6.83586,6.83586,0.427241,
27.6,2.15906,6.3794,2.9377,0.104903,0.436306,345.609,0.439485,350.513,0.428359,338.037,0.427564,344.506,0.41008,346.498,0.419617,345.125,0.413656,356.266,0.416835,368.31,0.407298,348.323,0.426372,338.418,0.431538,330.845,0.411669,321.051,0.422001,336.733,0.425975,346.538,0.425577,328.238,0.429153,340.913,6.77149,6.77149,6.77149,0.423218,
27.75,2.159,6.44155,2.95331,0.104903,0.415643,314.899,0.444651,313.29,0.439088,317.552,0.41604,321.488,0.424782,315.712,0.43114,323.532,0.431538,315.064,0.435511,315.947,0.417233,326.459,0.411272,311.698,0.422001,315.311,0.432332,329.539,0.438293,324.537,0.412464,313.067,0.431538,329.768,0.43273,312.728,6.83626,6.83626,6.83626,0.427266,
27.9,2.15909,6.41272,2.93743,0.104903,0.418822,361.758,0.437498,354.357,0.412067,367.595,0.427564,364.205,0.428359,367.556,0.420014,352.733,0.414054,346.065,0.413259,359.736,0.429551,374.559,0.444651,362.293,0.443856,364.477,0.43273,370.061,0.441869,361.954,0.405709,355.083,0.41008,353.898,0.426372,353.821,6.80645,6.80645,6.80645,0.425403,
28.05,2.159,6.48311,2.95348,0.110424,0.417233,308.019,0.431935,306.606,0.434717,307.099,0.429153,302.673,0.423988,302.883,0.425577,300.338,0.424782,307.916,0.433922,301.964,0.443459,312.722,0.431538,298.466,0.427167,305.327,0.430743,299.94,0.445048,315.471,0.43114,307.512,0.421604,303.456,0.427564,308.563,6.87957,6.87957,6.87957,0.429973,
28.2,2.15909,6.44642,2.96042,0.104903,0.422398,304.716,0.418027,323.57,0.428359,317.467,0.406901,302.394,0.415246,309.012,0.424385,318.727,0.43114,314.421,0.430743,310.096,0.422001,310.318,0.433922,315.587,0.427564,314.169,0.428756,307.288,0.429948,324.602,0.420014,309.63,0.450214,316.96,0.453393,326.356,6.84301,6.84301,6.84301,0.427688,
28.35,2.15905,6.45278,2.97294,0.104903,0.424385,309.106,0.429153,304.481,0.436306,316.454,0.43273,305.286,0.429948,312.255,0.405709,305.117,0.427961,312.35,0.416438,306.19,0.42518,302.593,0.441074,312.366,0.426769,303.769,0.441074,304.28,0.442664,315.016,0.41763,301.261,0.419617,308.43,0.430743,304.372,6.84738,6.84738,6.84738,0.427961,
28.5,2.15909,6.45091,2.97006,0.104903,0.400146,444.271,0.424782,449.966,0.442266,458.916,0.420809,452.722,0.422001,444.567,0.425577,450.287,0.42518,460.582,0.432332,467.984,0.430743,459.367,0.429551,442.121,0.415643,435.683,0.452201,440.504,0.430346,454.302,0.426372,430.922,0.442266,457.757,0.426372,450.892,6.84659,6.84659,6.84659,0.427912,
28.65,2.15904,6.51007,2.98938,0.110424,0.424385,503.032,0.435114,503.5,0.44783,504.604,0.462135,523.115,0.45379,511.155,0.429551,509.707,0.444253,517.051,0.452995,515.295,0.402927,506.735,0.429948,514.597,0.449816,510.468,0.422398,509.105,0.385046,499.98,0.402927,498.887,0.445048,508.557,0.422001,508.811,6.91017,6.91017,6.91017,0.431885,
28.8,2.15909,6.48536,2.97708,0.104903,0.419219,513.46,0.41763,515.686,0.428756,512.404,0.423988,517.648,0.465711,522.827,0.447035,520.548,0.440677,510.275,0.424782,516.012,0.427167,515.087,0.441074,518.733,0.450611,505.408,0.429948,512.084,0.420809,507.865,0.395377,500.082,0.424782,518.185,0.424782,503.532,6.88235,6.88235,6.88235,0.430147,
