ComponentName,StatisticName,StatisticSubId,StatisticType,SimTime,Rank,Sum.u64,SumSQ.u64,Count.u64,Sum.f64,SumSQ.f64
l1cache_0,GetXResp_recv,,Accumulator,144161750,0,10396,10396,10396,0,0
l1cache_0,PutS_recv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,PutM_recv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,PutE_recv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,FetchInv_recv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,FetchInvX_recv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,Inv_recv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,NACK_recv,,Accumulator,144161750,0,1006,1006,1006,0,0
l1cache_0,MSHR_occupancy,,Accumulator,144161750,0,28676521,1650245679,576647,0,0
l1cache_0,evict_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,evict_E,,Accumulator,144161750,0,8499,8499,8499,0,0
l1cache_0,evict_M,,Accumulator,144161750,0,1772,1772,1772,0,0
l1cache_0,evict_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,evict_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,evict_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,evict_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,latency_GetS_IS,,Accumulator,144161750,0,3554781,8170628101,8792,0,0
l1cache_0,latency_GetS_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,latency_GetX_IM,,Accumulator,144161750,0,1087603,2342393263,1604,0,0
l1cache_0,latency_GetX_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,latency_GetX_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,latency_GetSX_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,latency_GetSX_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,latency_GetSX_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,EventStalledForLockedCacheline,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,evict_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,evict_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetS_I,,Accumulator,144161750,0,8795,8795,8795,0,0
l1cache_0,stateEvent_GetS_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetS_M,,Accumulator,144161750,0,78007,78007,78007,0,0
l1cache_0,stateEvent_GetX_I,,Accumulator,144161750,0,1604,1604,1604,0,0
l1cache_0,stateEvent_GetX_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetX_M,,Accumulator,144161750,0,83293,83293,83293,0,0
l1cache_0,stateEvent_GetSX_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSX_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSX_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetSResp_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_GetXResp_IS,,Accumulator,144161750,0,8792,8792,8792,0,0
l1cache_0,stateEvent_GetXResp_IM,,Accumulator,144161750,0,1604,1604,1604,0,0
l1cache_0,stateEvent_GetXResp_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Inv_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_Fetch_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_S,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_M,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_IS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_IM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_SM,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineResp_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineResp_IB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineResp_SB,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_GetS,,Accumulator,144161750,0,9442,9442,9442,0,0
l1cache_0,eventSent_GetX,,Accumulator,144161750,0,1963,1963,1963,0,0
l1cache_0,eventSent_GetSX,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_PutM,,Accumulator,144161750,0,1772,1772,1772,0,0
l1cache_0,eventSent_NACK_down,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_FlushLine,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_FlushLineInv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_FetchResp,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_FetchXResp,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_AckInv,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_GetSResp,,Accumulator,144161750,0,241906,241906,241906,0,0
l1cache_0,eventSent_GetXResp,,Accumulator,144161750,0,85087,85087,85087,0,0
l1cache_0,eventSent_FlushLineResp,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_AckPut_I,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_PutS,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,eventSent_PutE,,Accumulator,144161750,0,8499,8499,8499,0,0
l1cache_0,stateEvent_GetS_E,,Accumulator,144161750,0,155107,155107,155107,0,0
l1cache_0,stateEvent_GetX_E,,Accumulator,144161750,0,190,190,190,0,0
l1cache_0,stateEvent_GetSX_E,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLine_E,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FlushLineInv_E,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInv_E,,Accumulator,144161750,0,0,0,0,0,0
l1cache_0,stateEvent_FetchInvX_E,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,TotalEventsReceived,,Accumulator,144161750,0,26971,26971,26971,0,0
l2cache_0,TotalEventsReplayed,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,TotalNoncacheableEventsReceived,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,CacheHits,,Accumulator,144161750,0,5239,5239,5239,0,0
l2cache_0,GetSHit_Arrival,,Accumulator,144161750,0,4595,4595,4595,0,0
l2cache_0,GetXHit_Arrival,,Accumulator,144161750,0,644,644,644,0,0
l2cache_0,GetSXHit_Arrival,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetSHit_Blocked,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetXHit_Blocked,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetSXHit_Blocked,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,CacheMisses,,Accumulator,144161750,0,5298,5298,5298,0,0
l2cache_0,GetSMiss_Arrival,,Accumulator,144161750,0,4280,4280,4280,0,0
l2cache_0,GetXMiss_Arrival,,Accumulator,144161750,0,1018,1018,1018,0,0
l2cache_0,GetSXMiss_Arrival,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetSMiss_Blocked,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetXMiss_Blocked,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetSXMiss_Blocked,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetS_recv,,Accumulator,144161750,0,9442,9442,9442,0,0
l2cache_0,GetX_recv,,Accumulator,144161750,0,1963,1963,1963,0,0
l2cache_0,GetSX_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetSResp_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,GetXResp_recv,,Accumulator,144161750,0,5295,5295,5295,0,0
l2cache_0,PutS_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,PutM_recv,,Accumulator,144161750,0,1772,1772,1772,0,0
l2cache_0,PutE_recv,,Accumulator,144161750,0,8499,8499,8499,0,0
l2cache_0,FetchInv_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,FetchInvX_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,Inv_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,NACK_recv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,MSHR_occupancy,,Accumulator,144161750,0,4317065,46025785,576558,0,0
l2cache_0,evict_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_E,,Accumulator,144161750,0,892,892,892,0,0
l2cache_0,evict_M,,Accumulator,144161750,0,433,433,433,0,0
l2cache_0,evict_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,latency_GetS_IS,,Accumulator,144161750,0,3285823,7032029705,4277,0,0
l2cache_0,latency_GetS_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,latency_GetX_IM,,Accumulator,144161750,0,1030271,2147479821,1018,0,0
l2cache_0,latency_GetX_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,latency_GetX_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,latency_GetSX_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,latency_GetSX_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,latency_GetSX_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetS_I,,Accumulator,144161750,0,4280,4280,4280,0,0
l2cache_0,stateEvent_GetS_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetS_M,,Accumulator,144161750,0,787,787,787,0,0
l2cache_0,stateEvent_GetX_I,,Accumulator,144161750,0,1018,1018,1018,0,0
l2cache_0,stateEvent_GetX_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetX_M,,Accumulator,144161750,0,578,578,578,0,0
l2cache_0,stateEvent_GetSX_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetSX_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetSX_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetSResp_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetXResp_IS,,Accumulator,144161750,0,4277,4277,4277,0,0
l2cache_0,stateEvent_GetXResp_IM,,Accumulator,144161750,0,1018,1018,1018,0,0
l2cache_0,stateEvent_GetXResp_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetXResp_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_SBInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_M,,Accumulator,144161750,0,1696,1696,1696,0,0
l2cache_0,stateEvent_PutM_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Inv_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_Fetch_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInv_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchResp_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchResp_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchResp_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchResp_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchXResp_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchXResp_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchXResp_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchXResp_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_AckInv_SBInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLine_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_S,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_M,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_IS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_IM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_SM,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_SInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_SMInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_SI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineInv_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineResp_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineResp_IB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FlushLineResp_SB,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_GetS,,Accumulator,144161750,0,4280,4280,4280,0,0
l2cache_0,eventSent_GetX,,Accumulator,144161750,0,1018,1018,1018,0,0
l2cache_0,eventSent_GetSX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_PutS,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_PutM,,Accumulator,144161750,0,433,433,433,0,0
l2cache_0,eventSent_FlushLine,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_FlushLineInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_FetchResp,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_FetchXResp,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_AckInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_NACK_down,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_GetSResp,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_GetXResp,,Accumulator,144161750,0,10396,10396,10396,0,0
l2cache_0,eventSent_FlushLineResp,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_Fetch,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_FetchInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_FetchInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_Inv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,eventSent_NACK_up,,Accumulator,144161750,0,1006,1006,1006,0,0
l2cache_0,stateEvent_AckPut_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_EInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,evict_EInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_GetS_E,,Accumulator,144161750,0,3728,3728,3728,0,0
l2cache_0,stateEvent_GetX_E,,Accumulator,144161750,0,8,8,8,0,0
l2cache_0,stateEvent_GetSX_E,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_E,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_EInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutS_EI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_I,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_E,,Accumulator,144161750,0,7842,7842,7842,0,0
l2cache_0,stateEvent_PutE_M,,Accumulator,144161750,0,657,657,657,0,0
l2cache_0,stateEvent_PutE_MInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_MInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_MI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_EInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_EInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutE_EI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_E,,Accumulator,144161750,0,76,76,76,0,0
l2cache_0,stateEvent_PutM_EInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_EInvX,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_PutM_EI,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_E,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_EInv,,Accumulator,144161750,0,0,0,0,0,0
l2cache_0,stateEvent_FetchInvX_EInvX,,Accumulator,144161750,0,0,0,0,0,0
